"year" "acousticness" "duration" "energy" "explicit" "key" "liveness" "loudness" "mode" "tempo" "pop.class"
"312" 1937 0.733 143510 0.414 0 "G" 0.392 -11.028 0 132.804 "D"
"313" 1948 0.635 96500 0.185 0 "Db" 0.145 -16.846 0 171.023 "D"
"314" 2008 0.595 179933 0.589 1 "B" 0.136 -5.466 1 113.018 "B"
"315" 1949 0.952 296080 0.246 0 "Db" 0.0864 -11.406 0 98.347 "D"
"316" 1969 0.947 179907 0.041 0 "D" 0.142 -20.696 0 124.457 "C"
"317" 1946 0.991 295773 0.109 0 "B" 0.103 -18.91 0 92.311 "D"
"318" 1986 0.929 418377 0.176 1 "Db" 0.0981 -11.291 1 105.338 "C"
"319" 2003 0.126 241160 0.776 0 "Db" 0.342 -8.257 0 132.971 "A"
"320" 1931 0.865 142200 0.287 0 "C" 0.934 -14.668 0 104.292 "D"
"321" 1955 0.922 145293 0.0611 1 "A" 0.338 -20.999 1 101.946 "D"
"322" 1926 0.937 225529 0.0528 0 "C" 0.116 -17.295 0 121.263 "D"
"323" 2012 0.394 240293 0.375 1 "A" 0.126 -12.586 1 119.946 "B"
"324" 1983 0.162 217327 0.73 1 "A" 0.114 -9.527 1 128.967 "B"
"325" 1965 0.592 160680 0.583 0 "C" 0.0789 -6.935 0 75.552 "C"
"326" 2005 0.186 205977 0.766 1 "Bb" 0.218 -5.428 1 93.358 "B"
"327" 1978 0.0624 182000 0.555 1 "Bb" 0.0298 -10.694 1 168.164 "B"
"328" 2020 0.502 179213 0.329 1 "Eb" 0.562 -8.556 1 148.524 "A"
"329" 1935 0.964 287893 0.0601 0 "F" 0.145 -22.852 0 74.339 "D"
"330" 1997 0.0995 180512 0.566 0 "A" 0.0385 -7.968 0 92.119 "B"
"331" 1959 0.977 155947 0.0935 0 "D" 0.11 -18.586 0 82.023 "D"
"332" 1937 0.994 483853 0.244 1 "A" 0.104 -14.09 1 93.302 "D"
"333" 2018 0.0102 228720 0.624 0 "Bb" 0.0944 -5.37 0 159.937 "A"
"334" 2011 0.143 206520 0.612 0 "Gb" 0.135 -5.484 0 133.765 "B"
"335" 1964 0.911 142053 0.402 0 "D" 0.405 -11.859 0 108.61 "C"
"336" 1965 0.871 162733 0.0594 1 "A" 0.122 -17.529 1 109.213 "C"
"337" 1979 0.236 204560 0.829 1 "B" 0.376 -7.407 1 154.101 "C"
"338" 2004 0.0246 243173 0.871 0 "Db" 0.181 -5.31 0 144.064 "B"
"339" 2004 0.101 252867 0.885 0 "Gb" 0.247 -5.437 0 160.03 "B"
"340" 1977 0.354 162760 0.295 0 "D" 0.107 -13.727 0 74.945 "C"
"341" 1923 0.996 160787 0.407 1 "C" 0.296 -16.127 1 134.869 "D"
"342" 1971 0.881 124333 0.498 0 "B" 0.253 -12.688 0 76.262 "C"
"343" 1975 0.279 128040 0.408 0 "E" 0.0973 -12.324 0 140.785 "C"
"344" 2003 0.118 218293 0.894 1 "A" 0.0873 -3.477 1 94.374 "B"
"345" 2002 0.114 233173 0.862 0 "D" 0.285 -3.519 0 99.021 "A"
"346" 1968 0.675 148107 0.484 0 "Bb" 0.0903 -5.893 0 80.812 "C"
"347" 1988 0.135 234573 0.561 0 "D" 0.306 -12.594 0 120.325 "C"
"348" 2010 0.227 231933 0.521 0 "A" 0.165 -5.373 0 131.937 "B"
"349" 1983 0.847 218973 0.194 1 "E" 0.153 -12.811 1 149.784 "B"
"350" 1976 0.926 288760 0.177 0 "A" 0.294 -17.299 0 70.959 "C"
"351" 1946 0.259 143520 0.443 0 "C" 0.168 -12.805 0 105.926 "D"
"352" 1968 0.471 523760 0.253 0 "Eb" 0.121 -17.518 0 95.527 "C"
"353" 1974 0.565 211293 0.743 0 "E" 0.301 -9.768 0 128.987 "C"
"354" 1983 0.782 155067 0.55 0 "Db" 0.268 -11.649 0 159.761 "C"
"355" 1997 0.155 237173 0.643 0 "Bb" 0.299 -6.876 0 80.941 "B"
"356" 2001 0.00805 304000 0.938 1 "Eb" 0.138 -4.507 1 157.462 "A"
"357" 1963 0.345 186933 0.868 1 "Bb" 0.204 -7.156 1 94.987 "C"
"358" 1951 0.731 140500 0.115 1 "F" 0.477 -22.849 1 55.821 "D"
"359" 1931 0.661 130400 0.185 0 "C" 0.309 -19.684 0 67.73 "D"
"360" 1949 0.64 154733 0.368 0 "C" 0.0601 -12.024 0 112.5 "D"
"361" 1982 0.115 252267 0.348 0 "D" 0.0366 -11.791 0 76.702 "B"
"362" 1963 0.825 149533 0.623 0 "Eb" 0.0593 -7.206 0 98.15 "D"
"363" 2011 0.907 232949 0.0877 1 "A" 0.102 -12.871 1 76.054 "B"
"364" 1983 0.959 290800 0.0698 0 "Eb" 0.157 -25.044 0 95.7 "B"
"365" 1951 0.96 176520 0.308 0 "Ab" 0.365 -11.895 0 65.712 "D"
"366" 1951 0.988 123960 0.307 0 "F" 0.384 -15.598 0 121.544 "D"
"367" 2013 0.0389 200625 0.472 0 "Db" 0.642 -7.74 0 82.601 "B"
"368" 1978 0.161 168333 0.652 1 "D" 0.188 -10.642 1 165.098 "C"
"369" 1948 0.993 199395 0.0867 1 "F" 0.106 -13.952 1 71.852 "D"
"370" 1997 0.00371 45960 0.933 0 "B" 0.0803 -4.463 0 137.523 "B"
"371" 1956 0.935 162373 0.0337 0 "E" 0.0947 -15.195 0 69.304 "D"
"372" 1990 0.000641 164333 0.973 1 "Bb" 0.0423 -5.303 1 127.721 "B"
"373" 1948 0.944 62373 0.374 0 "A" 0.285 -16.109 0 129.702 "D"
"374" 1948 0.97 178333 0.101 1 "G" 0.144 -15.386 1 88.163 "C"
"375" 2017 0.55 180120 0.411 0 "D" 0.141 -5.979 0 96.965 "A"
"376" 1930 0.989 139120 0.174 0 "Eb" 0.201 -21.006 0 129.911 "D"
"377" 1957 0.908 181787 0.17 0 "Eb" 0.208 -15.148 0 94.403 "C"
"378" 1967 0.617 159200 0.618 0 "G" 0.562 -9.665 0 122.411 "C"
"379" 1960 0.886 142053 0.0653 0 "C" 0.0954 -19.887 0 63.581 "C"
"380" 1982 0.0771 628107 0.824 0 "B" 0.282 -9.968 0 113.33 "C"
"381" 1990 0.936 197165 0.302 1 "Bb" 0.285 -12.32 1 67.751 "C"
"382" 2012 0.232 285333 0.873 0 "Db" 0.114 -3.373 0 90.004 "B"
"383" 2013 0.00165 159500 0.504 1 "B" 0.0933 -8.552 1 97.502 "B"
"384" 1928 0.993 130027 0.338 0 "F" 0.157 -17.728 0 130.623 "D"
"385" 1983 0.322 167400 0.719 0 "D" 0.308 -8.342 0 137.949 "C"
"386" 2010 0.0019 236427 0.906 1 "B" 0.344 -2.892 1 177.956 "A"
"387" 2004 0.351 235800 0.533 1 "F" 0.236 -7.873 1 90.064 "B"
"388" 1939 0.99 190827 0.309 0 "D" 0.331 -13.208 0 70.959 "D"
"389" 1999 6.57e-06 473067 0.949 1 "Bb" 0.992 -5.735 1 124.283 "C"
"390" 2010 0.829 599041 0.521 0 "Bb" 0.136 -24.962 0 172.792 "B"
"391" 1973 0.402 441040 0.745 0 "Bb" 0.105 -9.49 0 120.587 "C"
"392" 1991 0.743 528640 0.331 1 "D" 0.0596 -11.954 1 82.317 "C"
"393" 1986 0.549 159800 0.456 1 "Ab" 0.34 -15.226 1 77.896 "C"
"394" 2014 0.108 284444 0.756 1 "Db" 0.0762 -6.307 1 135.102 "B"
"395" 1931 0.969 174446 0.161 0 "G" 0.316 -13.525 0 82.685 "D"
"396" 1959 0.59 126640 0.721 0 "Db" 0.0526 -7.525 0 181.173 "D"
"397" 1937 0.993 204226 0.0925 0 "G" 0.161 -14.75 0 81.267 "D"
"398" 1973 0.115 166427 0.437 0 "G" 0.497 -14.848 0 114.136 "C"
"399" 1926 0.988 704653 0.237 1 "F" 0.514 -15.702 1 116.514 "D"
"400" 1986 0.503 317400 0.335 0 "Bb" 0.0741 -14.09 0 125.359 "C"
"401" 2010 0.0395 169715 0.934 1 "G" 0.15 -6.766 1 109.98 "B"
"402" 1930 0.996 246880 0.206 0 "C" 0.118 -14.913 0 71.352 "D"
"403" 1950 0.995 194053 0.546 0 "F" 0.268 -11.187 0 115.03 "D"
"404" 1958 0.873 150661 0.676 0 "C" 0.0892 -4.85 0 93.767 "D"
"405" 1985 0.494 227653 0.778 0 "Bb" 0.322 -8.601 0 114.265 "B"
"406" 1929 0.951 189720 0.0771 1 "C" 0.161 -18.644 1 167.849 "D"
"407" 1997 0.461 135240 0.521 0 "C" 0.0991 -8.016 0 172.083 "C"
"408" 1995 0.35 173600 0.683 1 "F" 0.0604 -5.866 1 116.301 "B"
"409" 1974 0.222 199840 0.602 0 "A" 0.296 -12.921 0 120.522 "C"
"410" 2007 0.259 235267 0.734 0 "Ab" 0.213 -4.741 0 209.774 "B"
"411" 1997 0.0243 199827 0.627 0 "C" 0.366 -10.59 0 121.608 "B"
"412" 2018 0.00185 440000 0.837 0 "Gb" 0.11 -6.791 0 132.024 "D"
"413" 2001 0.00186 290427 0.878 0 "E" 0.583 -6.382 0 176.875 "B"
"414" 2001 0.0706 228867 0.794 0 "Eb" 0.212 -6.407 0 112.8 "C"
"415" 1995 0.278 325333 0.743 0 "Ab" 0.329 -6.597 0 77.786 "B"
"416" 1957 0.534 171733 0.869 1 "Bb" 0.0515 -3.604 1 104.541 "C"
"417" 1975 0.114 282533 0.518 0 "Gb" 0.137 -13.048 0 137.65 "B"
"418" 1991 0.000395 284955 0.665 0 "Db" 0.0593 -7.701 0 175.339 "C"
"419" 1969 0.682 151467 0.124 0 "G" 0.0919 -19.79 0 83.467 "C"
"420" 1957 0.503 154480 0.198 0 "Db" 0.249 -19.669 0 172.329 "D"
"421" 1987 0.23 322169 0.581 0 "F" 0.142 -10.532 0 123.213 "B"
"422" 2013 0.365 216907 0.734 0 "G" 0.132 -4.668 0 123.84 "A"
"423" 2012 0.939 236227 0.211 0 "F" 0.109 -11.973 0 169.503 "B"
"424" 1955 0.842 802867 0.156 0 "C" 0.0963 -18.905 0 140.517 "D"
"425" 1971 0.257 217093 0.972 0 "G" 0.165 -3.502 0 135.922 "C"
"426" 2009 0.00105 182800 0.96 1 "Db" 0.0801 -3.597 1 137.991 "B"
"427" 1960 0.991 206147 0.291 0 "Bb" 0.301 -9.415 0 120.615 "D"
"428" 1956 0.417 155960 0.438 1 "D" 0.11 -11.552 1 125.085 "D"
"429" 1950 0.96 188067 0.46 0 "A" 0.178 -9.77 0 162.758 "D"
"430" 1988 0.0104 249853 0.887 0 "E" 0.0457 -8.038 0 155.35 "C"
"431" 1991 0.00295 239960 0.809 1 "Gb" 0.352 -11.623 1 91.919 "B"
"432" 1960 0.589 190760 0.781 0 "Ab" 0.343 -4.803 0 109.232 "D"
"433" 1945 0.945 265400 0.0944 0 "C" 0.568 -15.932 0 101.437 "D"
"434" 2013 0.000281 302160 0.974 1 "E" 0.137 -3.423 1 143.009 "B"
"435" 2005 0.259 176840 0.33 0 "Db" 0.0704 -14.864 0 109.158 "C"
"436" 1981 0.882 183427 0.185 0 "E" 0.0923 -17.321 0 139.039 "C"
"437" 2001 0.00132 63390 0.923 1 "Bb" 0.261 -4.029 1 112.666 "B"
"438" 1926 0.993 366627 0.0259 0 "Gb" 0.114 -28.49 0 85.025 "D"
"439" 2000 0.0438 247733 0.541 1 "Eb" 0.251 -7.486 1 133.833 "C"
"440" 2008 0.677 292225 0.651 1 "Eb" 0.198 -5.455 1 136.16 "B"
"441" 1954 0.932 112267 0.122 0 "D" 0.111 -19.18 0 121.144 "D"
"442" 2020 0.0111 141123 0.683 1 "Bb" 0.126 -5.165 1 173.852 "A"
"443" 1950 0.986 198120 0.429 0 "Ab" 0.212 -17.734 0 142.183 "D"
"444" 1973 0.897 204840 0.107 0 "C" 0.149 -16.483 0 60.44 "C"
"445" 1978 0.0836 310533 0.672 0 "G" 0.074 -7.66 0 169.909 "C"
"446" 1937 0.788 243040 0.284 0 "C" 0.323 -13.764 0 116.248 "D"
"447" 2017 0.00241 221874 0.58 1 "Db" 0.112 -5.273 1 104.41 "A"
"448" 1962 0.916 173733 0.545 0 "G" 0.108 -18.644 0 156.974 "C"
"449" 2000 0.107 276667 0.575 0 "G" 0.0393 -12.596 0 114.836 "C"
"450" 1976 0.473 283933 0.759 1 "C" 0.115 -7.794 1 104.932 "C"
"451" 1960 0.731 147093 0.329 0 "Eb" 0.358 -12.943 0 113.024 "C"
"452" 1939 0.994 159791 0.177 0 "C" 0.0743 -13.385 0 35.451 "D"
"453" 2004 0.0226 223600 0.844 1 "B" 0.084 -6.672 1 150.505 "B"
"454" 2006 0.0492 212440 0.921 0 "G" 0.0877 -3.727 0 120 "A"
"455" 1973 0.249 230733 0.562 0 "F" 0.151 -9.696 0 105.463 "C"
"456" 1972 0.183 163240 0.925 1 "A" 0.97 -5.868 1 147.356 "C"
"457" 1942 0.986 222228 0.403 0 "A" 0.933 -11.42 0 80.654 "D"
"458" 1947 0.946 187920 0.278 0 "C" 0.352 -13.252 0 120.509 "D"
"459" 2009 0.0219 310733 0.691 1 "C" 0.501 -8.09 1 156.141 "A"
"460" 1950 0.992 206560 0.0489 0 "Ab" 0.12 -24.02 0 216.359 "D"
"461" 1943 0.995 167001 0.289 0 "Eb" 0.112 -12.765 0 75.14 "D"
"462" 1931 0.971 366400 0.136 0 "C" 0.107 -16.843 0 66.926 "D"
"463" 1997 0.378 278507 0.499 1 "A" 0.097 -8.37 1 125.407 "C"
"464" 2001 0.0395 297307 0.622 1 "E" 0.128 -7.651 1 77.663 "B"
"465" 2019 0.00584 247442 0.71 0 "B" 0.232 -6.141 0 128.991 "D"
"466" 2020 0.183 190606 0.686 1 "Db" 0.0997 -5.019 1 152.617 "A"
"467" 1953 0.763 149293 0.524 1 "G" 0.265 -6.273 1 147.451 "D"
"468" 1970 0.314 210507 0.883 0 "D" 0.0828 -5.698 0 84.577 "C"
"469" 1966 0.0155 125360 0.677 0 "A" 0.12 -5.703 0 98.01 "C"
"470" 1951 0.993 196960 0.0611 1 "C" 0.131 -24.564 1 100.252 "D"
"471" 1980 0.000541 208453 0.923 0 "D" 0.127 -7.458 0 146.924 "A"
"472" 1998 0.184 161533 0.582 0 "E" 0.109 -6.589 0 83.238 "C"
"473" 1930 0.822 127600 0.451 0 "Db" 0.239 -18.335 0 123.596 "D"
"474" 2010 0.00156 228400 0.586 0 "Ab" 0.118 -8.701 0 87.517 "B"
"475" 1965 0.581 189133 0.677 1 "F" 0.375 -9.421 1 163.085 "C"
"476" 1943 0.97 193640 0.149 1 "G" 0.11 -10.77 1 69.932 "D"
"477" 1953 0.95 447027 0.133 0 "D" 0.203 -16.694 0 83.913 "D"
"478" 1995 0.00223 255907 0.917 0 "Bb" 0.438 -9.897 0 124.497 "B"
"479" 1957 0.887 343933 0.348 0 "Eb" 0.196 -11.451 0 79.956 "C"
"480" 1935 0.988 206211 0.197 0 "F" 0.209 -13.432 0 120.238 "D"
"481" 1952 0.881 103693 0.435 0 "F" 0.291 -10.049 0 101.587 "D"
"482" 1975 0.0872 202200 0.702 0 "G" 0.0671 -8.543 0 139.095 "B"
"483" 1980 0.198 207280 0.62 0 "G" 0.832 -11.033 0 131.059 "C"
"484" 1942 0.48 111752 0.371 0 "C" 0.208 -11.628 0 161.566 "D"
"485" 1941 0.995 235587 0.109 0 "G" 0.113 -22.129 0 73.075 "D"
"486" 1956 0.995 132400 0.024 0 "G" 0.133 -31.991 0 87.214 "C"
"487" 2008 0.0376 186373 0.807 1 "B" 0.13 -5.405 1 125.906 "B"
"488" 1967 0.874 172000 0.247 0 "Ab" 0.171 -11.405 0 103.604 "D"
"489" 1929 0.995 182000 0.163 0 "G" 0.208 -12.96 0 118.106 "D"
"490" 1941 0.994 193573 0.0977 0 "C" 0.108 -17.151 0 125.638 "D"
"491" 2008 0.000534 182640 0.91 0 "C" 0.297 -3.962 0 92.374 "B"
"492" 1954 0.955 186877 0.0208 0 "C" 0.0967 -28.245 0 137.741 "D"
"493" 1952 0.986 191817 0.378 0 "Ab" 0.136 -9.63 0 167.183 "D"
"494" 2019 0.156 229067 0.727 1 "Db" 0.282 -4.179 1 110.723 "B"
"495" 1957 0.921 155867 0.171 1 "G" 0.108 -13.538 1 115.628 "D"
"496" 1951 0.882 167573 0.301 0 "G" 0.163 -11.207 0 180.961 "D"
"497" 1996 0.353 302067 0.527 1 "Bb" 0.304 -7.699 1 92.484 "C"
"498" 1988 0.368 327600 0.327 0 "F" 0.0689 -16.281 0 58.45 "B"
"499" 2001 0.00527 90302 0.988 1 "F" 0.109 -5.431 1 114.62 "C"
"500" 1967 0.432 161760 0.725 0 "Ab" 0.049 -5.32 0 126.815 "C"
"501" 1957 0.848 185187 0.227 0 "Eb" 0.15 -11.777 0 69.5 "C"
"502" 1975 0.426 214692 0.76 1 "E" 0.163 -11.092 1 110.328 "C"
"503" 1997 0.0245 259307 0.542 0 "G" 0.296 -9.833 0 98.896 "C"
"504" 1982 0.579 186627 0.419 0 "D" 0.104 -13.417 0 129.419 "C"
"505" 1992 0.134 186373 0.511 0 "Bb" 0.285 -9.997 0 182.079 "B"
"506" 2014 0.316 234487 0.936 0 "Ab" 0.261 -4.576 0 81.305 "B"
"507" 1941 0.99 217587 0.169 0 "E" 0.088 -19.028 0 86.459 "D"
"508" 1936 0.995 170853 0.307 1 "C" 0.167 -9.346 1 117.012 "D"
"509" 1950 0.979 194240 0.456 1 "Eb" 0.229 -12.181 1 130.12 "D"
"510" 1969 0.0414 168400 0.538 0 "Db" 0.225 -10.898 0 93.655 "B"
"511" 1947 0.931 214840 0.225 0 "C" 0.129 -7.555 0 78.655 "D"
"512" 2002 0.17 154720 0.623 0 "F" 0.112 -6.811 0 78.312 "B"
"513" 1996 0.976 336333 0.0528 0 "C" 0.152 -14.751 0 102.368 "B"
"514" 1998 0.000532 377067 0.79 1 "Gb" 0.134 -6.252 1 159.94 "B"
"515" 1953 0.963 203707 0.325 1 "Eb" 0.128 -7.163 1 155.774 "D"
"516" 2020 0.00863 181040 0.515 0 "D" 0.301 -7.001 0 143.025 "B"
"517" 1974 0.216 156933 0.57 0 "A" 0.118 -12.176 0 118.833 "C"
"518" 1978 0.143 232128 0.706 0 "D" 0.0336 -6.859 0 161.232 "C"
"519" 1948 0.942 245000 0.122 0 "Eb" 0.0709 -13.853 0 148.822 "D"
"520" 1939 0.942 141333 0.316 0 "Eb" 0.0959 -10.055 0 113.24 "D"
"521" 1972 0.911 167387 0.161 0 "F" 0.113 -10.84 0 136.166 "B"
"522" 2001 0.00331 237067 0.876 1 "Db" 0.0675 -3.285 1 85.442 "C"
"523" 2008 0.899 236800 0.169 0 "Ab" 0.136 -11.332 0 107.477 "B"
"524" 1988 0.0302 220880 0.988 0 "Db" 0.371 -5.042 0 117.955 "A"
"525" 1945 0.968 190267 0.108 0 "Ab" 0.142 -14.691 0 136.916 "D"
"526" 2010 0.00141 264400 0.811 0 "C" 0.251 -4.852 0 103.191 "B"
"527" 1958 0.778 146480 0.351 0 "B" 0.235 -15.476 0 78.489 "C"
"528" 1953 0.924 423627 0.193 1 "F" 0.0994 -16.192 1 110.363 "C"
"529" 2020 0.0746 108160 0.649 0 "A" 0.517 -6.546 0 142.006 "A"
"530" 2000 0.337 251253 0.874 1 "F" 0.0338 -8.751 1 187.435 "A"
"531" 1985 0.335 212760 0.689 1 "Eb" 0.0516 -8.082 1 126.002 "C"
"532" 1935 0.99 178000 0.154 0 "F" 0.342 -18.661 0 104.868 "D"
"533" 2009 0.983 160093 0.081 0 "C" 0.114 -17.282 0 114.358 "A"
"534" 1951 0.178 201760 0.558 0 "G" 0.261 -11.844 0 119.892 "D"
"535" 1978 0.167 312123 0.676 1 "B" 0.112 -11.742 1 115.773 "C"
"536" 1985 0.598 335693 0.527 0 "Db" 0.0955 -11.187 0 142.656 "C"
"537" 2020 0.832 114000 0.351 1 "Ab" 0.111 -12.499 1 79.99 "A"
"538" 1965 0.967 145160 0.304 0 "Eb" 0.0899 -13.014 0 94.594 "C"
"539" 1992 1.91e-05 114133 0.895 0 "G" 0.0584 -9.401 0 167.107 "B"
"540" 1970 0.986 273480 0.188 0 "F" 0.115 -17.199 0 110.188 "C"
"541" 1960 0.881 308467 0.197 1 "D" 0.0797 -16.679 1 81.194 "D"
"542" 1949 0.994 53093 0.247 0 "C" 0.131 -24.225 0 114.502 "D"
"543" 1948 0.956 67880 0.224 0 "A" 0.223 -8.056 0 92.8 "D"
"544" 2004 0.000219 325427 0.983 1 "Gb" 0.944 -4.797 1 127.584 "B"
"545" 1974 0.964 198533 0.269 1 "G" 0.103 -18.761 1 98.341 "C"
"546" 2004 0.965 530762 0.841 0 "D" 0.932 -11.624 0 83.268 "C"
"547" 1936 0.962 143147 0.114 1 "A" 0.0957 -13.683 1 88.233 "D"
"548" 1998 0.0716 277173 0.762 0 "D" 0.135 -6.359 0 87.837 "C"
"549" 1953 0.839 149800 0.285 0 "Gb" 0.125 -9.243 0 144.233 "D"
"550" 1952 0.924 96627 0.144 0 "D" 0.0692 -18.252 0 113.514 "D"
"551" 1975 0.686 227187 0.426 1 "B" 0.101 -13.618 1 82.645 "C"
"552" 1993 0.000573 223227 0.931 1 "B" 0.106 -7.161 1 102.079 "B"
"553" 1996 0.0141 315093 0.555 1 "E" 0.0966 -8.121 1 80.912 "B"
"554" 1971 0.00217 428851 0.766 0 "F" 0.0707 -8.03 0 142.914 "A"
"555" 1994 0.202 356200 0.679 1 "F" 0.0968 -11.883 1 82.261 "B"
"556" 1929 0.452 99800 0.276 0 "G" 0.229 -19.541 0 78.126 "D"
"557" 1985 0.0418 391662 0.55 1 "Gb" 0.196 -11.803 1 101.837 "C"
"558" 2013 0.00171 195387 0.952 0 "Eb" 0.507 -4.086 0 107.99 "B"
"559" 1930 0.98 183360 0.373 0 "Ab" 0.0964 -9.168 0 117.352 "D"
"560" 2017 0.434 180053 0.428 0 "C" 0.0907 -6.512 0 139.919 "A"
"561" 2016 0.0235 198237 0.771 0 "Ab" 0.063 -4.503 0 158.777 "A"
"562" 2018 0.771 227434 0.315 0 "Eb" 0.0809 -7.998 0 119.822 "A"
"563" 1935 0.953 911760 0.198 0 "G" 0.269 -18.026 0 116.472 "D"
"564" 1977 0.975 368483 0.0912 0 "Gb" 0.116 -24.641 0 122.597 "C"
"565" 1978 0.776 294120 0.563 0 "D" 0.0703 -7.388 0 109.19 "C"
"566" 1943 0.933 271093 0.514 0 "Ab" 0.22 -13.153 0 95.445 "D"
"567" 1948 0.994 65960 0.0292 0 "C" 0.223 -22.643 0 127.559 "D"
"568" 2016 0.271 169727 0.898 0 "Ab" 0.304 -7.135 0 98.401 "A"
"569" 1972 0.289 176973 0.557 1 "G" 0.0996 -11.072 1 119.748 "B"
"570" 1932 0.979 178701 0.19 1 "A" 0.202 -15.82 1 97.043 "D"
"571" 1965 0.387 215827 0.307 0 "D" 0.087 -17.385 0 117.305 "B"
"572" 1947 0.936 531107 0.219 0 "F" 0.0512 -15.751 0 104.71 "D"
"573" 1995 0.468 251373 0.378 0 "C" 0.222 -10.62 0 108.081 "C"
"574" 1992 0.639 191541 0.438 0 "Bb" 0.144 -7.824 0 99.095 "B"
"575" 1989 0.0251 358427 0.468 1 "A" 0.0831 -15.763 1 116.04 "B"
"576" 1955 0.688 208720 0.32 0 "C" 0.131 -8.701 0 88.027 "B"
"577" 1930 0.995 167602 0.419 0 "G" 0.386 -11.865 0 106.275 "D"
"578" 1976 0.952 165760 0.127 0 "C" 0.11 -19.066 0 123.708 "C"
"579" 1978 0.645 257227 0.395 1 "A" 0.125 -13.521 1 92.258 "B"
"580" 2017 0.96 160847 0.0354 0 "D" 0.0923 -47.731 0 0 "A"
"581" 2014 0.0527 259918 0.555 1 "E" 0.413 -9.858 1 127.154 "B"
"582" 1974 0.844 170560 0.296 1 "A" 0.463 -13.644 1 108.385 "D"
"583" 1998 0.633 156386 0.518 0 "C" 0.213 -6.608 0 165.628 "C"
"584" 1996 0.0202 374800 0.906 0 "A" 0.312 -6.017 0 77.012 "B"
"585" 1985 0.0101 263800 0.626 0 "F" 0.0833 -6.434 0 139.19 "C"
"586" 1956 0.92 546600 0.215 1 "A" 0.196 -13.432 1 114.288 "D"
"587" 2004 0.0361 181002 0.907 1 "A" 0.0862 -4.608 1 96.019 "B"
"588" 1997 0.729 294360 0.437 1 "E" 0.464 -4.277 1 99.863 "B"
"589" 1973 0.00946 254933 0.878 0 "C" 0.279 -6.099 0 159.833 "B"
"590" 2014 0.201 231503 0.519 1 "A" 0.0134 -6.032 1 90.15 "B"
"591" 1997 0.649 193200 0.548 0 "C" 0.309 -8.642 0 159.88 "B"
"592" 2012 0.342 203429 0.606 0 "G" 0.165 -7.049 0 104.992 "B"
"593" 2014 0.0147 210493 0.909 0 "A" 0.159 -5.025 0 154.913 "B"
"594" 2009 0.00255 248667 0.567 0 "C" 0.0996 -6.665 0 118.777 "B"
"595" 1986 0.0406 218067 0.615 1 "E" 0.92 -9.245 1 168.76 "B"
"596" 1999 0.00092 259333 0.751 0 "A" 0.205 -6.053 0 143.299 "C"
"597" 1935 0.123 105480 0.129 0 "G" 0.437 -17.186 0 103.695 "D"
"598" 1980 0.105 258533 0.547 1 "E" 0.094 -13.6 1 118.13 "C"
"599" 1952 0.959 188640 0.0827 0 "B" 0.151 -19.649 0 124.522 "D"
"600" 2001 0.35 227800 0.681 0 "Db" 0.102 -8.687 0 87.605 "C"
"601" 1960 0.973 191653 0.0863 0 "F" 0.0978 -25.238 0 63.702 "D"
"602" 1976 0.445 207160 0.402 1 "B" 0.242 -11.498 1 141.349 "C"
"603" 1956 0.976 261333 0.0857 1 "G" 0.111 -17.324 1 177.98 "D"
"604" 1994 0.0369 289200 0.742 0 "A" 0.102 -6.355 0 165.6 "A"
"605" 1931 0.988 179096 0.252 1 "C" 0.246 -12.112 1 112.287 "D"
"606" 1984 0.767 128017 0.473 0 "Bb" 0.238 -7.984 0 131.828 "C"
"607" 1953 0.746 161347 0.237 0 "A" 0.0798 -11.893 0 105.015 "D"
"608" 1991 0.194 145293 0.689 0 "A" 0.289 -6.184 0 88.397 "C"
"609" 1970 0.643 149147 0.32 0 "D" 0.174 -12.769 0 149.634 "C"
"610" 1945 0.0576 96200 0.189 0 "Db" 0.155 -21.365 0 136.642 "D"
"611" 1994 0.0039 173103 0.895 0 "A" 0.296 -8.083 0 141.951 "B"
"612" 1968 0.105 166693 0.636 0 "G" 0.0713 -9.098 0 131.012 "C"
"613" 1975 0.871 251880 0.22 0 "G" 0.656 -15.339 0 97.126 "B"
"614" 1961 0.311 153122 0.851 0 "C" 0.0891 -7.933 0 141.794 "D"
"615" 2015 1.05e-05 240133 0.934 0 "D" 0.321 -2.685 0 91.488 "A"
"616" 2001 0.858 196893 0.569 0 "C" 0.0733 -5.587 0 123.273 "A"
"617" 1996 0.125 209507 0.536 1 "Bb" 0.356 -7.23 1 98.339 "C"
"618" 2017 0.165 309120 0.324 1 "Gb" 0.108 -9.51 1 117.863 "A"
"619" 2011 0.777 422013 0.063 0 "D" 0.213 -20.819 0 81.549 "D"
"620" 1979 0.0409 260573 0.341 0 "C" 0.0612 -13.985 0 105.642 "C"
"621" 1987 0.636 355600 0.322 1 "Gb" 0.12 -11.402 1 151.778 "C"
"622" 1967 0.00164 187627 0.555 0 "A" 0.462 -5.45 0 122.232 "B"
"623" 1971 0.316 310800 0.725 0 "D" 0.0772 -8.872 0 114.588 "C"
"624" 1999 0.657 493173 0.47 0 "D" 0.749 -11.118 0 104.313 "C"
"625" 1956 0.79 161027 0.219 0 "G" 0.287 -11.729 0 113.878 "D"
"626" 1966 0.973 1240200 0.262 0 "F" 0.15 -17.492 0 85.77 "C"
"627" 1973 0.816 154333 0.214 0 "C" 0.0994 -17.495 0 126.938 "C"
